School,Course Number,Course Name,Only Available Within Option/Specialization,Atypical Elective,Course Description,ED Match Count,ED Keywords Matched,AI Match Count,AI Keywords Matched,EDxAI Match Count,EDxAI Keywords Matched
Carleton,AERO 4003,Aerospace Systems Design, , ,"Stress and deflection analysis; fatigue, safe life, damage tolerant design. Propulsion systems integration; landing gear; control and other subsystems. Mechanical component design. Airworthiness regulations and certification procedures. Weight and cost estimation and control. System reliability. Design studies of aircraft or spacecraft components.",4,"component, cost estimation, cost, reliability",0,,0,
Carleton,AERO 4009,Aviation Management and Certification, , ,"Product development, quality control. Strategic organizational analysis and design. Airworthiness, type certification and planning, delegation of authority, airplane flight manual. Aerospace system design and safety.",4,"product, product development, quality, quality control",0,,0,
Carleton,AERO 4402,Aerospace Propulsion, , ,"Propulsion requirements, effects of Mach Number, altitude, and application; basic propeller theory; propeller, turboshaft, turbojet, turbofan and rocket; cycle analysis and optimization for gas turbine power plant; inter-relations between thermodynamic, aerodynamic and mechanical designs; rocket propulsion; selection of aeroengines.",0,,1,optimization,0,
Carleton,AERO 4442,Transatmospheric and Spacecraft Propulsion, , ,"Planetary/interplanetary environments and effects. Launch and spacecraft propulsion: liquid/solid/hybrid rockets, ram/scramjets, combined cycle engines, electrothermal, electromagnetic, electrostatic, nuclear, and propellantless propulsion. Trajectory analysis, multi-staging, separation dynamics. Advanced engine concepts.",1,concept,0,,0,
Carleton,AERO 4540,Spacecraft Attitude Dynamics and Control, , ,"Rigid body dynamics. The dynamic behavior of spacecraft. Environmental torques. The design of attitude control systems. Gravity gradient, spin, and dual spin stabilization. Attitude manoeuvres. The design of automatic control systems. Impacts of attitude stabilization techniques on mission performance.",0,,1,gradient,0,
Carleton,AERO 4607,Rotorcraft Aerodynamics and Performance, , ,"Rotorcraft history and fundamentals. Momentum theory: hover, axial climb and descent, autorotation, forward flight, momentum theory for coaxial and tandem rotors. Blade element analysis. Rotor airfoil aerodynamics. Rotor blade dynamics and trim. Helicopter performance, height-velocity curves, conceptual design. High-speed rotorcraft.",1,conceptual design,0,,0,
Carleton,AERO 4608,Composite Materials, , ,Reinforcing mechanisms in composite materials; material properties. Strength and elastic constants of unidirectional composites; failure criteria. Analysis of laminated plates; bending and eigenvalue problems. Environmental effects and durability. Damage tolerance. Design of composite structures.,2,"durability, material",0,,0,
Carleton,AERO 4609,Joining of Materials, , ,"Design for joining: base material and component geometry. Selection of joining method and filler material; Adhesive bonding; Soldering; Brazing; Diffusion bonding; Resistance welding; Fusion welding (GTAW, EB, laser and plasma arc); Friction welding; NDE. Emphasis on Aerospace materials and applications.",2,"component, material",0,,0,
Carleton,MECH 4006,Vehicle Engineering I, , ,"The course emphasizes the engineering and design principles of road transport vehicles. Topics to be covered include: performance characteristics, handling behaviour and ride quality of road vehicles.",1,quality,0,,0,
Carleton,MECH 4101,Mechanics of Deformable Solids, , ,"Course extends the student's ability in design and stress analysis. Topics include: introductory continuum mechanics, theory of elasticity, stress function approach, Lamé and Mitchell problems, stress concentrations, thermoelasticity and plasticity.",1,function,0,,0,
Carleton,MECH 4102,Corrosion and Corrosion Control, , ,"Introduction to corrosion. Corrosion mechanisms. Thermodynamics of corrosion. Electro-chemical kinetics of corrosion. Corrosion: types, prevention, control, testing, monitoring and inspection techniques. Corrosion in specific metals (eg. Fe, Ni, Ti and Al). Corrosion issues in specific industries: power generation and chemical processing industries.",1,fe,0,,0,
Carleton,MECH 4103,Fatigue and Fracture Analysis, , ,"Elastic and elasto-plastic fracture mechanics. Fatigue design methods, fatigue crack initiation and growth Paris law and strain-life methods. Fatigue testing, scatter, mean stress effects and notches. Welded and built up structures, real load histories and corrosion fatigue. Damage tolerant design and fracture control plans.",1,design method,0,,0,
